test_name	included_in_unit_basic	category	rule_kind	rule_pattern	rationale
extensions::tests::extension_ui_rpc_event_format	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::extension_wait_sleep_uses_current_timer_driver_epoch	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::fs_connector_denies_path_traversal_outside_cwd	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::fs_connector_denies_symlink_escape	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::fs_connector_denies_when_policy_denies_capability	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::fs_connector_denies_write_escape_via_dotdot_segments	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::fs_connector_denies_write_when_manifest_does_not_declare_write_scope	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::fs_connector_respects_per_extension_deny	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::full_trust_lifecycle	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::get_flag_missing_name_fails	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::get_flag_returns_registered_flag	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::get_flag_unknown_returns_null	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_base_score_env	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_base_score_exec	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_base_score_http	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_base_score_low_risk	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_base_score_policy_bonus	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_clamp01	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_is_dangerous	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_reason_codes_burst_rate	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_reason_codes_dangerous_capability_escalation	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_reason_codes_sensitive_target	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_reason_codes_stable_across_replays	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_reason_codes_unseen_capability_transition	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_score_composition_weights	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::golden_score_formula_deterministic_replay	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hook_bitmap_empty_when_no_extensions_registered	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hook_bitmap_merges_across_multiple_extensions	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hook_bitmap_populated_on_register	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::host_result_to_outcome_and_back_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::host_result_to_outcome_chunk_precedes_error_flag_when_chunk_present	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::host_result_to_outcome_error_flag_overrides_non_empty_output	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::host_result_to_outcome_error_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::host_result_to_outcome_error_without_error_payload_defaults_internal_message	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::host_result_to_outcome_stream_chunk	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::host_result_to_outcome_success_flag_ignores_error_payload	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::host_result_to_outcome_success_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_fast_lane_matrix_entries_are_consistent	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_ledger_end_includes_error_code_when_is_error	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_ledger_start_redacts_params_and_includes_hash	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_marshalling_fast_hash_matches_generic_for_hot_opcodes	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_marshalling_shape_miss_reports_rewrite_fallback	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_marshalling_superinstruction_hits_after_trace_warmup	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_params_hash_is_stable_for_key_ordering	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_params_shape_hash_ignores_scalar_value_drift	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_events_all_ops_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_exec_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_exec_shape	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_http_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_log_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_preserves_method_and_capability	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_session_get_model_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_session_get_name_emits_typed_opcode_context	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_session_new_getters_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_session_set_label_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_session_set_model_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_session_shape	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_session_thinking_level_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_tool_bash_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_tool_edit_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_tool_write_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::hostcall_request_to_payload_ui_roundtrip	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::identity_transition_is_valid_downgrade	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::info_timeout_is_strictly_shorter_than_general_timeout	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::informational_events_use_short_timeout	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::invalid_permissions_file_still_allows_future_decisions_to_persist	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::invalidate_ctx_cache_bumps_generation	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::is_coalescable_event_identifies_high_frequency_events	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::is_coalescable_event_rejects_blocking_events	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::is_killed_returns_correct_state	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_all_error_codes_are_taxonomy_only	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_capability_denial_matrix_emits_deterministic_errors_and_logs	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_log_defaults_correlation_and_succeeds	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_log_missing_required_fields_is_invalid_request	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_manager_shutdown_maps_to_denied	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_prompt_mode_asks_once_per_capability	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_prompt_policy_caches_user_allow_and_never_logs_raw_params	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_routes_write_and_read_tools_when_allowed	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_strict_policy_denies_and_logs_reason	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_tool_execution_failure_maps_to_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_ui_missing_op_is_invalid_request	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_ui_timeout_maps_to_timeout_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_hostcall_unknown_tool_returns_invalid_request	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_runtime_pump_once_advances_timers_and_hostcalls	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_runtime_pump_once_exec_streaming_async_iterator_delivers_chunks_in_order	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_runtime_pump_once_exec_streaming_callback_delivers_chunks_and_final_result	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_runtime_pump_once_exec_streaming_large_output_completes_without_deadlock	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_runtime_pump_once_exec_streaming_return_cancels_before_dispatch	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_runtime_pump_once_exec_streaming_signal_termination_reports_nonzero_code	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::js_runtime_pump_once_exec_streaming_timeout_sets_killed_final_chunk	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_alert_sequence_ids_monotonic	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_audit_preserves_provenance	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_emits_critical_alert	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_idempotent_when_already_killed	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_quarantines_in_risk_controller	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_records_audit_entry	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_sets_trust_state_to_killed	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_then_lift_then_kill_again	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_works_on_acknowledged_extension	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kill_switch_works_on_trusted_extension	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kl_divergence_basic_properties	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kl_divergence_different_is_positive	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::kl_divergence_identical_is_zero	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lab_runtime_tests::lab_extension_dispatch_deterministic_across_runs	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lab_runtime_tests::lab_multiworker_extension_dispatch_deterministic	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lab_runtime_tests::lab_oneshot_recv_completes_under_virtual_time	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lab_runtime_tests::lab_sender_drop_unblocks_receiver	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::manager_shutdown_clears_js_runtime_handle	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::region_drop_after_explicit_shutdown_is_silent	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::region_into_inner_prevents_drop_shutdown	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::region_shutdown_is_idempotent	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::region_shutdown_returns_true_when_no_runtime	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::region_with_custom_budget	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::region_with_runtime_shuts_down_cleanly	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::runtime_processes_commands_before_shutdown	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::runtime_shutdown_treats_closed_exit_signal_as_success	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lifecycle::weak_ref_breaks_arc_cycle	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lift_kill_switch_clears_quarantine	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lift_kill_switch_emits_info_alert	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lift_kill_switch_fails_if_not_killed	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lift_kill_switch_records_audit_deactivation	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::lift_kill_switch_restores_acknowledged	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::list_flags_hostcall_returns_all	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::markov_matrix_deterministic	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::markov_matrix_empty_states_uses_uniform_prior	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::markov_matrix_single_transition	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::markov_stationary_sums_to_one	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::merge_both_allow_is_allow	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::merge_enforcement_deny_with_policy_prompt	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::merge_enforcement_terminate_overrides_policy_allow	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::merge_policy_deny_overrides_allow_enforcement	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::merge_policy_prompt_with_harden_enforcement	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::mode_strictness_ordering	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::multi_entry_loader_fails_closed_on_failing_non_primary_entrypoints	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::multiple_extensions_independent_trust	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::oco_tuner_tier_defaults_are_ordered	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::outcome_to_host_result_canonical_codes_preserve_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::outcome_to_host_result_non_canonical_code_variants_fail_closed	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::outcome_to_host_result_preserves_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::outcome_to_host_result_unknown_code_maps_to_internal	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::pac_bayes_bound_increases_with_errors	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::pac_bayes_bound_is_worst_case_with_no_data	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::pac_bayes_reset_clears_state	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::params_hash_parity_request_vs_payload_across_hostcall_kinds	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_all_errors_are_taxonomy_only	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_denied_by_policy_shared_vs_protocol	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_empty_call_id_rejected_both_paths	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_js_conversion_vs_protocol	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_non_object_params_rejected	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_outcome_roundtrip_error_preserves_taxonomy	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_outcome_roundtrip_stream_chunk	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_outcome_roundtrip_success_preserves_output	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_params_hash_all_js_cases	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_shared_vs_protocol_all_cases	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
extensions::tests::parity_tool_read_success_shared_vs_protocol	no	extension_runtime_policy_integration_tests	prefix	extensions::tests	Large extension-runtime, hostcall, ledger, and policy matrices are outside the first gate.
